"","year","scenario","type","N","value","sd","se","ci","variable"
"1358",46,"Scenario_6_100K_10x","prevalence",10,6466.3,33.106058525761,10.4690549292241,23.6826475958721,"COPD1"
"1359",47,"basline 100K 10x","incidence",10,887.7,28.7713205968876,9.098290437708,20.5817628828796,"COPD1"
"1360",47,"basline 100K 10x","prevalence",10,5278.5,69.8573944228924,22.0908477781084,49.9729695335327,"COPD1"
"1361",47,"Scenario_1_100K_10x","incidence",10,772.6,25.5395118721299,8.07630278448416,18.2698661928479,"COPD1"
"1362",47,"Scenario_1_100K_10x","prevalence",10,5266.6,91.7995400617866,29.029563475112,65.6694349481297,"COPD1"
"1363",47,"Scenario_2_100K_10x","incidence",10,541,26.2212805857295,8.29189698172593,18.7575741503961,"COPD1"
"1364",47,"Scenario_2_100K_10x","prevalence",10,4180,36.3898642787002,11.5074854865093,26.0317407191034,"COPD1"
"1365",47,"Scenario_3_100K_10x","incidence",9,1083.55555555556,38.9297800889984,12.9765933629995,29.9240779559397,"COPD1"
"1366",47,"Scenario_3_100K_10x","prevalence",9,6358.33333333333,63.9100930996036,21.3033643665345,49.1256463229897,"COPD1"
"1367",47,"Scenario_4_100K_10x","incidence",10,940.9,18.4478243221856,5.83371427327584,13.1967785290091,"COPD1"
"1368",47,"Scenario_4_100K_10x","prevalence",10,5914.2,92.6724218836315,29.3055929436307,66.2938569874827,"COPD1"
"1369",47,"Scenario_5_100K_10x","incidence",10,1095.7,34.4191484173821,10.8842904122307,24.6219755180036,"COPD1"
"1370",47,"Scenario_5_100K_10x","prevalence",10,6517,75.1147270661501,23.7533623350932,53.7338387468721,"COPD1"
"1371",47,"Scenario_6_100K_10x","incidence",10,1146.9,24.2232670518794,7.6600696254451,17.3282813707336,"COPD1"
"1372",47,"Scenario_6_100K_10x","prevalence",10,6592.6,48.4772569814387,15.3298546778645,34.6785405641868,"COPD1"
"1373",48,"basline 100K 10x","incidence",10,757.3,33.7245377202482,10.6646352232247,24.1250809588477,"COPD1"
"1374",48,"basline 100K 10x","prevalence",10,5175.7,62.2683261734603,19.6909736794412,44.5440771514187,"COPD1"
"1375",48,"Scenario_1_100K_10x","incidence",10,682,25.0820874552161,7.93165248300196,17.942644477249,"COPD1"
"1376",48,"Scenario_1_100K_10x","prevalence",10,5110.4,84.9355311070958,26.8589732574506,60.7592187397472,"COPD1"
"1377",48,"Scenario_2_100K_10x","incidence",10,480.2,20.004443950727,6.32596062094744,14.3103171302556,"COPD1"
"1378",48,"Scenario_2_100K_10x","prevalence",10,4019.8,35.8911935964489,11.3497919706829,25.6750132027498,"COPD1"
"1379",48,"Scenario_3_100K_10x","incidence",9,972.777777777778,39.1272851657823,13.0424283885941,30.0758937972022,"COPD1"
"1380",48,"Scenario_3_100K_10x","prevalence",9,6309,77.7238702072922,25.9079567357641,59.7438553673626,"COPD1"
"1381",48,"Scenario_4_100K_10x","incidence",10,862.6,30.9558825858134,9.78910959519131,22.1445043881787,"COPD1"
"1382",48,"Scenario_4_100K_10x","prevalence",10,5832.6,82.3572165090049,26.0436385920077,58.9148035862379,"COPD1"
"1383",48,"Scenario_5_100K_10x","incidence",10,1002.5,29.0870341484923,9.19812782883319,20.8076107523285,"COPD1"
"1384",48,"Scenario_5_100K_10x","prevalence",10,6440.7,61.9265694189497,19.5829007044411,44.2995990969175,"COPD1"
"1385",48,"Scenario_6_100K_10x","incidence",10,974.8,19.0309689132681,6.01812078457867,13.6139350394194,"COPD1"
"1386",48,"Scenario_6_100K_10x","prevalence",10,6488.8,55.6892169893678,17.6104766797747,39.8376659614431,"COPD1"
"1387",49,"basline 100K 10x","incidence",10,681.6,36.972061523985,11.6915924207669,26.448219539155,"COPD1"
"1388",49,"basline 100K 10x","prevalence",10,5065.4,88.4586532416888,27.9730822994774,63.2795084893064,"COPD1"
"1389",49,"Scenario_1_100K_10x","incidence",10,687.7,16.8460348120526,5.32718395485728,12.0509273410241,"COPD1"
"1390",49,"Scenario_1_100K_10x","prevalence",10,5036.2,83.4356704959642,26.3846756870558,59.6862830935808,"COPD1"
"1391",49,"Scenario_2_100K_10x","incidence",10,484.4,15.9874951133691,5.05568986390581,11.4367650385208,"COPD1"
"1392",49,"Scenario_2_100K_10x","prevalence",10,3944.4,39.6826298411674,12.5487493843455,28.3872433039567,"COPD1"
"1393",49,"Scenario_3_100K_10x","incidence",9,849.666666666667,13.3416640641263,4.44722135470878,10.2553108341267,"COPD1"
"1394",49,"Scenario_3_100K_10x","prevalence",9,6227.11111111111,72.1880260923591,24.0626753641197,55.4886288937354,"COPD1"
"1395",49,"Scenario_4_100K_10x","incidence",10,807.4,35.988269693826,11.3804901280901,25.7444572594132,"COPD1"
"1396",49,"Scenario_4_100K_10x","prevalence",10,5788.7,98.0329309750329,31.0007347583175,70.1285341855352,"COPD1"
"1397",49,"Scenario_5_100K_10x","incidence",10,903.8,28.0665874899912,8.87543426167606,20.0776271879951,"COPD1"
"1398",49,"Scenario_5_100K_10x","prevalence",10,6374.8,79.630814805995,25.1814746722003,56.9644532995395,"COPD1"
"1399",49,"Scenario_6_100K_10x","incidence",10,870.8,23.1459139662562,7.31938066596712,16.5575894007642,"COPD1"
"1400",49,"Scenario_6_100K_10x","prevalence",10,6364.7,68.2349698549879,21.5777920814691,48.8123569144657,"COPD1"
"1401",0,"basline 100K 10x","incidence",10,20.2412569649608,0.268623634488527,0.0849462518336306,0.192161772038308,"COPD1pc"
"1402",0,"basline 100K 10x","prevalence",10,20.2412569649608,0.268623634488527,0.0849462518336306,0.192161772038308,"COPD1pc"
"1403",0,"Scenario_1_100K_10x","incidence",10,20.2472749949356,0.24744710356991,0.0782496447692496,0.177012994401173,"COPD1pc"
"1404",0,"Scenario_1_100K_10x","prevalence",10,20.2472749949356,0.24744710356991,0.0782496447692496,0.177012994401173,"COPD1pc"
"1405",0,"Scenario_2_100K_10x","incidence",10,20.1953880039508,0.0125325040098483,0.00396312574563138,0.00896521329255,"COPD1pc"
"1406",0,"Scenario_2_100K_10x","prevalence",10,20.1953880039508,0.0125325040098483,0.00396312574563138,0.00896521329255,"COPD1pc"
"1407",0,"Scenario_3_100K_10x","incidence",9,20.196224784999,0.27731215023855,0.0924373834128501,0.213160988397485,"COPD1pc"
"1408",0,"Scenario_3_100K_10x","prevalence",9,20.196224784999,0.27731215023855,0.0924373834128501,0.213160988397485,"COPD1pc"
"1409",0,"Scenario_4_100K_10x","incidence",10,20.3398668833274,0.300746052666737,0.0951042523731846,0.215140765718568,"COPD1pc"
"1410",0,"Scenario_4_100K_10x","prevalence",10,20.3398668833274,0.300746052666737,0.0951042523731846,0.215140765718568,"COPD1pc"
"1411",0,"Scenario_5_100K_10x","incidence",10,20.0472662371677,0.331460752731358,0.104817093358497,0.237112738524612,"COPD1pc"
"1412",0,"Scenario_5_100K_10x","prevalence",10,20.0472662371677,0.331460752731358,0.104817093358497,0.237112738524612,"COPD1pc"
"1413",0,"Scenario_6_100K_10x","incidence",10,20.4975583020484,0.288938229775586,0.0913702909187934,0.206693958068904,"COPD1pc"
"1414",0,"Scenario_6_100K_10x","prevalence",10,20.4975583020484,0.288938229775586,0.0913702909187934,0.206693958068904,"COPD1pc"
"1415",1,"basline 100K 10x","incidence",10,1.10048100209593,0.0379901963952127,0.012013554936599,0.0271765493504972,"COPD1pc"
"1416",1,"basline 100K 10x","prevalence",10,6.26897876228864,0.0699055666817975,0.0221060811839259,0.0500074298916166,"COPD1pc"
"1417",1,"Scenario_1_100K_10x","incidence",10,1.13684662426969,0.0376388025889466,0.0119024344582513,0.0269251773644695,"COPD1pc"
"1418",1,"Scenario_1_100K_10x","prevalence",10,6.28736042924286,0.0812530616483412,0.0256944741670834,0.0581249387814011,"COPD1pc"
"1419",1,"Scenario_2_100K_10x","incidence",10,1.09949250659268,0.00927552229063076,0.00293317769260555,0.00663530892708755,"COPD1pc"
"1420",1,"Scenario_2_100K_10x","prevalence",10,6.2873677260375,0.0131970248005632,0.0041732656707509,0.00944058282934901,"COPD1pc"
"1421",1,"Scenario_3_100K_10x","incidence",9,1.13883456381619,0.0319607494490925,0.0106535831496975,0.0245672067979439,"COPD1pc"
"1422",1,"Scenario_3_100K_10x","prevalence",9,6.24742945854263,0.111365553286301,0.0371218510954336,0.0856031421325032,"COPD1pc"
"1423",1,"Scenario_4_100K_10x","incidence",10,1.13160987519451,0.027795265924967,0.00878963484929626,0.0198835354327163,"COPD1pc"
"1424",1,"Scenario_4_100K_10x","prevalence",10,6.33761019804147,0.0867568650528694,0.0274349296222932,0.0620621225559351,"COPD1pc"
"1425",1,"Scenario_5_100K_10x","incidence",10,1.12639029133621,0.0559568465607849,0.017695108581264,0.0400291166235983,"COPD1pc"
"1426",1,"Scenario_5_100K_10x","prevalence",10,6.21766235321347,0.114145314620627,0.03609591784377,0.0816546390980599,"COPD1pc"
"1427",1,"Scenario_6_100K_10x","incidence",10,1.15762582783942,0.0305153368409314,0.00964979679845903,0.0218293569471813,"COPD1pc"
"1428",1,"Scenario_6_100K_10x","prevalence",10,6.35310789652492,0.0777835518845899,0.0245973188453187,0.0556430010115689,"COPD1pc"
"1429",2,"basline 100K 10x","incidence",10,1.1424142628037,0.0205647781371164,0.00650315384893223,0.0147111560601408,"COPD1pc"
"1430",2,"basline 100K 10x","prevalence",10,6.43361617420997,0.0668741119942917,0.0211474510403147,0.0478388578457722,"COPD1pc"
"1431",2,"Scenario_1_100K_10x","incidence",10,1.11872517849268,0.0166975889847951,0.0052802412625291,0.0119447355933328,"COPD1pc"
"1432",2,"Scenario_1_100K_10x","prevalence",10,6.43403488035376,0.0782109371075052,0.0247324699195898,0.0559487339822912,"COPD1pc"
"1433",2,"Scenario_2_100K_10x","incidence",10,1.13984608063482,0.0119455358894949,0.00377751012820893,0.00854532159407061,"COPD1pc"
"1434",2,"Scenario_2_100K_10x","prevalence",10,6.46816909277249,0.0200305417968293,0.00633421348451822,0.0143289864046959,"COPD1pc"
"1435",2,"Scenario_3_100K_10x","incidence",9,1.17042616210806,0.0204323448227969,0.00681078160759896,0.0157056905510957,"COPD1pc"
"1436",2,"Scenario_3_100K_10x","prevalence",9,6.42932429422293,0.09815005356316,0.0327166845210533,0.0754448097957191,"COPD1pc"
"1437",2,"Scenario_4_100K_10x","incidence",10,1.15846681344436,0.0265884842901425,0.00840801698884556,0.019020255856246,"COPD1pc"
"1438",2,"Scenario_4_100K_10x","prevalence",10,6.49969821627767,0.0708629583395572,0.0224088350090624,0.0506923066257137,"COPD1pc"
"1439",2,"Scenario_5_100K_10x","incidence",10,1.17053900872609,0.0459175685065139,0.01452041010974,0.0328474497365158,"COPD1pc"
"1440",2,"Scenario_5_100K_10x","prevalence",10,6.39756238647024,0.10359979801102,0.0327611326848204,0.0741108309643488,"COPD1pc"
"1441",2,"Scenario_6_100K_10x","incidence",10,1.18492404198098,0.0291354422541579,0.00921343581594495,0.0208422398250214,"COPD1pc"
"1442",2,"Scenario_6_100K_10x","prevalence",10,6.52559533152222,0.0875126466484042,0.0276739287478458,0.0626027761397065,"COPD1pc"
"1443",3,"basline 100K 10x","incidence",10,1.15378295642833,0.0382017653104246,0.0120804589020151,0.0273278966350828,"COPD1pc"
"1444",3,"basline 100K 10x","prevalence",10,6.60111243226275,0.077255574269207,0.0244303576634992,0.0552653085782068,"COPD1pc"
"1445",3,"Scenario_1_100K_10x","incidence",10,1.15208873104026,0.0378017179527428,0.0119539528197945,0.0270417199950498,"COPD1pc"
"1446",3,"Scenario_1_100K_10x","prevalence",10,6.62505938330609,0.0695388221136885,0.021990106368454,0.0497450766320926,"COPD1pc"
"1447",3,"Scenario_2_100K_10x","incidence",10,1.13837700914948,0.0174062343078209,0.00550433458992784,0.0124516699190432,"COPD1pc"
"1448",3,"Scenario_2_100K_10x","prevalence",10,6.61415371458035,0.02238828504773,0.00707979736559182,0.0160156143217334,"COPD1pc"
"1449",3,"Scenario_3_100K_10x","incidence",9,1.19731479198875,0.0441004186240296,0.0147001395413432,0.0338985825704157,"COPD1pc"
"1450",3,"Scenario_3_100K_10x","prevalence",9,6.62084535601798,0.0965676311644235,0.0321892103881412,0.0742284522640105,"COPD1pc"
"1451",3,"Scenario_4_100K_10x","incidence",10,1.1888702769943,0.0408661307669108,0.0129230052381722,0.0292338688644099,"COPD1pc"
"1452",3,"Scenario_4_100K_10x","prevalence",10,6.6748034120462,0.0702286125065154,0.0222082372433975,0.0502385229532736,"COPD1pc"
"1453",3,"Scenario_5_100K_10x","incidence",10,1.19898272990605,0.0266427878918834,0.00842518929551075,0.0190591023127704,"COPD1pc"
"1454",3,"Scenario_5_100K_10x","prevalence",10,6.59788244855085,0.0994549663218829,0.0314504218192489,0.0711457969914388,"COPD1pc"
"1455",3,"Scenario_6_100K_10x","incidence",10,1.19112704976396,0.0241233619652796,0.00762847686309593,0.0172568135770928,"COPD1pc"
"1456",3,"Scenario_6_100K_10x","prevalence",10,6.68972631659976,0.0773915295825711,0.0244733505085225,0.0553625651505252,"COPD1pc"
"1457",4,"basline 100K 10x","incidence",10,1.15204579417522,0.0298130102557486,0.00942770163141245,0.021326942774224,"COPD1pc"
"1458",4,"basline 100K 10x","prevalence",10,6.75683020462968,0.0573064331554394,0.0181218853351378,0.0409945527142898,"COPD1pc"
"1459",4,"Scenario_1_100K_10x","incidence",10,1.15816710391183,0.0492271019830607,0.0155669764875863,0.0352149473645047,"COPD1pc"
"1460",4,"Scenario_1_100K_10x","prevalence",10,6.80225349928121,0.0685965448778523,0.021692132143197,0.0490710121040983,"COPD1pc"
"1461",4,"Scenario_2_100K_10x","incidence",10,1.13779670292219,0.0162270663968041,0.00513144895566826,0.0116081440105983,"COPD1pc"
"1462",4,"Scenario_2_100K_10x","prevalence",10,6.78829710645132,0.0308681955952769,0.0097613805340652,0.0220817768939346,"COPD1pc"
"1463",4,"Scenario_3_100K_10x","incidence",9,1.18872463897827,0.0334939773679918,0.0111646591226639,0.0257457501050079,"COPD1pc"
"1464",4,"Scenario_3_100K_10x","prevalence",9,6.81000655470602,0.0931155662982905,0.0310385220994302,0.0715749603119119,"COPD1pc"
"1465",4,"Scenario_4_100K_10x","incidence",10,1.17539636460281,0.0419031864612135,0.0132509510436166,0.0299757338172055,"COPD1pc"
"1466",4,"Scenario_4_100K_10x","prevalence",10,6.82415399403062,0.0808703218912132,0.0255734412287209,0.05785114325295,"COPD1pc"
"1467",4,"Scenario_5_100K_10x","incidence",10,1.17757227345489,0.037119076080525,0.0117380825055535,0.0265533874174541,"COPD1pc"
"1468",4,"Scenario_5_100K_10x","prevalence",10,6.77039765611676,0.10311200158648,0.0326068779112172,0.0737618824233466,"COPD1pc"
"1469",4,"Scenario_6_100K_10x","incidence",10,1.18299932125502,0.0434736596035411,0.0137475782570043,0.0310991826252111,"COPD1pc"
"1470",4,"Scenario_6_100K_10x","prevalence",10,6.82455321184804,0.0885144192839874,0.027990717070453,0.0633194011127833,"COPD1pc"
"1471",5,"basline 100K 10x","incidence",10,1.14019320392845,0.0280281694106752,0.00886328539827931,0.0200501445496423,"COPD1pc"
"1472",5,"basline 100K 10x","prevalence",10,6.87509850250905,0.0505814768955734,0.0159952674405195,0.036183808811444,"COPD1pc"
"1473",5,"Scenario_1_100K_10x","incidence",10,1.15496356785247,0.022723221342912,0.00718571352197518,0.0162552133135521,"COPD1pc"
"1474",5,"Scenario_1_100K_10x","prevalence",10,6.93214651829971,0.0640378276143844,0.0202505391670681,0.0458099022273088,"COPD1pc"
"1475",5,"Scenario_2_100K_10x","incidence",10,1.15006186466357,0.0168298206916895,0.00532205659979693,0.0120393284580481,"COPD1pc"
"1476",5,"Scenario_2_100K_10x","prevalence",10,6.93727418989219,0.0263704720407033,0.00833907546224109,0.0188642992880234,"COPD1pc"
"1477",5,"Scenario_3_100K_10x","incidence",9,1.18367454414994,0.0277264563136842,0.00924215210456139,0.0213124409713045,"COPD1pc"
"1478",5,"Scenario_3_100K_10x","prevalence",9,6.94792961896477,0.104259457179654,0.0347531523932181,0.0801409131301416,"COPD1pc"
"1479",5,"Scenario_4_100K_10x","incidence",10,1.15680140906325,0.0401712542408414,0.0127032659866757,0.0287367841426893,"COPD1pc"
"1480",5,"Scenario_4_100K_10x","prevalence",10,6.9403091083963,0.0838455425808947,0.026514288620826,0.0599794879201004,"COPD1pc"
"1481",5,"Scenario_5_100K_10x","incidence",10,1.19006163081675,0.0314171701496606,0.00993498153099807,0.0224744896326152,"COPD1pc"
"1482",5,"Scenario_5_100K_10x","prevalence",10,6.90135079173534,0.0963515727237994,0.030469042594656,0.0689257629491046,"COPD1pc"
"1483",5,"Scenario_6_100K_10x","incidence",10,1.1981019145496,0.0339100635124621,0.010723303630035,0.0242577981155436,"COPD1pc"
"1484",5,"Scenario_6_100K_10x","prevalence",10,6.94603876970433,0.0926843875742305,0.0293093768272377,0.0663024167268875,"COPD1pc"
"1485",6,"basline 100K 10x","incidence",10,1.24461307954684,0.0222745393194656,0.00704382780804881,0.0159342455294948,"COPD1pc"
"1486",6,"basline 100K 10x","prevalence",10,6.9796067203424,0.0538146339241983,0.0170176814648632,0.0384966700199585,"COPD1pc"
"1487",6,"Scenario_1_100K_10x","incidence",10,1.24906199473116,0.0332878305873936,0.0105265363021984,0.0238126794954735,"COPD1pc"
"1488",6,"Scenario_1_100K_10x","prevalence",10,7.03686481071887,0.0642492839565153,0.0203174075337503,0.0459611689819635,"COPD1pc"
"1489",6,"Scenario_2_100K_10x","incidence",10,1.2279288376388,0.0170093779146689,0.00537883757929189,0.0121677759575233,"COPD1pc"
"1490",6,"Scenario_2_100K_10x","prevalence",10,7.06094261679538,0.0350139579776918,0.0110723857106929,0.0250474766447084,"COPD1pc"
"1491",6,"Scenario_3_100K_10x","incidence",9,1.28495495010438,0.0320502884598638,0.0106834294866213,0.0246360325743108,"COPD1pc"
"1492",6,"Scenario_3_100K_10x","prevalence",9,7.01514060972212,0.0804179121838097,0.0268059707279366,0.0618146793467835,"COPD1pc"
"1493",6,"Scenario_4_100K_10x","incidence",10,1.26438930867757,0.0381827204578051,0.0120744363908171,0.0273142727682383,"COPD1pc"
"1494",6,"Scenario_4_100K_10x","prevalence",10,7.02698223273043,0.090380215687624,0.0285807336990173,0.06465411145526,"COPD1pc"
"1495",6,"Scenario_5_100K_10x","incidence",10,1.28898045834849,0.0344672879562416,0.0108995134710614,0.024656412469577,"COPD1pc"
"1496",6,"Scenario_5_100K_10x","prevalence",10,7.01361336175086,0.0573916742406628,0.0181488409330909,0.0410555305132768,"COPD1pc"
"1497",6,"Scenario_6_100K_10x","incidence",10,1.30416375549647,0.0350221271453941,0.0110749690283456,0.0250533205152403,"COPD1pc"
"1498",6,"Scenario_6_100K_10x","prevalence",10,7.03998187070166,0.0826026650951399,0.0261212562500731,0.0590903869273903,"COPD1pc"
"1499",7,"basline 100K 10x","incidence",10,1.15825278207799,0.023845058482952,0.00754046957460475,0.0170577272590541,"COPD1pc"
"1500",7,"basline 100K 10x","prevalence",10,7.04786622195234,0.0458890666694704,0.0145113970374844,0.0328270607505539,"COPD1pc"
"1501",7,"Scenario_1_100K_10x","incidence",10,1.15341973525037,0.0430436368816712,0.0136115931323309,0.0307915629013971,"COPD1pc"
"1502",7,"Scenario_1_100K_10x","prevalence",10,7.08863651028515,0.067254531468894,0.0212677502409175,0.0481109935440947,"COPD1pc"
"1503",7,"Scenario_2_100K_10x","incidence",10,1.12515635138391,0.0262219746154591,0.00829211645319685,0.0187580706293561,"COPD1pc"
"1504",7,"Scenario_2_100K_10x","prevalence",10,7.11968206260177,0.0285860118267959,0.00903969065931856,0.0204492009744575,"COPD1pc"
"1505",7,"Scenario_3_100K_10x","incidence",9,1.19257823162333,0.0323014702474795,0.0107671567491598,0.024829107987954,"COPD1pc"
"1506",7,"Scenario_3_100K_10x","prevalence",9,7.06749392000472,0.0771572082941988,0.0257190694313996,0.0593082804624106,"COPD1pc"
"1507",7,"Scenario_4_100K_10x","incidence",10,1.15832720606362,0.0352201909707848,0.0111376023093777,0.0251950068405566,"COPD1pc"
"1508",7,"Scenario_4_100K_10x","prevalence",10,7.05291521250894,0.110757656394019,0.035024646250741,0.0792312543905871,"COPD1pc"
"1509",7,"Scenario_5_100K_10x","incidence",10,1.20420030801856,0.022719816232369,0.00718463673147514,0.0162527774442096,"COPD1pc"
"1510",7,"Scenario_5_100K_10x","prevalence",10,7.07498941694391,0.0475294251114275,0.0150301239230513,0.0340005024902752,"COPD1pc"
"1511",7,"Scenario_6_100K_10x","incidence",10,1.21415300194874,0.0258102873235984,0.00816192950059423,0.0184635672820232,"COPD1pc"
"1512",7,"Scenario_6_100K_10x","prevalence",10,7.08746311366918,0.0734418145983317,0.0232243409626532,0.0525371092599337,"COPD1pc"
"1513",8,"basline 100K 10x","incidence",10,1.15759598657701,0.0240893110998811,0.00761770903400002,0.0172324550553757,"COPD1pc"
"1514",8,"basline 100K 10x","prevalence",10,7.10961181828938,0.058058984446492,0.0183598629487205,0.0415328954774415,"COPD1pc"
"1515",8,"Scenario_1_100K_10x","incidence",10,1.14030186390038,0.0261565120497488,0.00827141537228455,0.0187112415308927,"COPD1pc"
"1516",8,"Scenario_1_100K_10x","prevalence",10,7.12254400926888,0.0828837537036845,0.026210144272806,0.0592914656047024,"COPD1pc"
"1517",8,"Scenario_2_100K_10x","incidence",10,1.10013005759208,0.0142019478250105,0.00449105023379077,0.0101594614548564,"COPD1pc"
"1518",8,"Scenario_2_100K_10x","prevalence",10,7.11682385207191,0.0192178748515675,0.00607722563190236,0.0137476394931488,"COPD1pc"
"1519",8,"Scenario_3_100K_10x","incidence",9,1.19232373218671,0.0321738953029185,0.0107246317676395,0.0247310452047186,"COPD1pc"
"1520",8,"Scenario_3_100K_10x","prevalence",9,7.11333887619712,0.0869580979995943,0.0289860326665314,0.0668419111921845,"COPD1pc"
"1521",8,"Scenario_4_100K_10x","incidence",10,1.16943967329869,0.0302215837673991,0.00955690392025534,0.0216192186573799,"COPD1pc"
"1522",8,"Scenario_4_100K_10x","prevalence",10,7.09124171730803,0.0786519332636321,0.0248719251488638,0.0562642036280831,"COPD1pc"
"1523",8,"Scenario_5_100K_10x","incidence",10,1.21909320443884,0.0374581022881335,0.0118452920058066,0.0267959121563718,"COPD1pc"
"1524",8,"Scenario_5_100K_10x","prevalence",10,7.1655782130838,0.0818231495007696,0.0258747517750901,0.0585327550636457,"COPD1pc"
"1525",8,"Scenario_6_100K_10x","incidence",10,1.21675833705562,0.0286409548968227,0.00905706518361126,0.0204885048790364,"COPD1pc"
"1526",8,"Scenario_6_100K_10x","prevalence",10,7.14830630334047,0.0793186390380945,0.0250827560265126,0.0567411362080952,"COPD1pc"
"1527",9,"basline 100K 10x","incidence",10,1.14360695806314,0.0308352435486877,0.00975096018198662,0.0220582044198411,"COPD1pc"
"1528",9,"basline 100K 10x","prevalence",10,7.12070828925647,0.0719834415910158,0.0227631629245305,0.0514938520576692,"COPD1pc"
"1529",9,"Scenario_1_100K_10x","incidence",10,1.13590227026685,0.0308816379170038,0.009765631369435,0.0220913929516142,"COPD1pc"
"1530",9,"Scenario_1_100K_10x","prevalence",10,7.15618076141638,0.0745457858715571,0.023573447332132,0.0533268427342287,"COPD1pc"
"1531",9,"Scenario_2_100K_10x","incidence",10,1.1561488153071,0.0323703745311832,0.0102364112231244,0.0231563709697388,"COPD1pc"
"1532",9,"Scenario_2_100K_10x","prevalence",10,7.20288960265882,0.0422529963666932,0.0133615706485569,0.0302259727488674,"COPD1pc"
"1533",9,"Scenario_3_100K_10x","incidence",9,1.1904178704426,0.0375944598353244,0.0125314866117748,0.0288976599470084,"COPD1pc"
"1534",9,"Scenario_3_100K_10x","prevalence",9,7.15864239719041,0.0442231514779781,0.0147410504926594,0.0339929233933259,"COPD1pc"
"1535",9,"Scenario_4_100K_10x","incidence",10,1.17276995572533,0.0354923578897711,0.0112236690461524,0.0253897033256302,"COPD1pc"
"1536",9,"Scenario_4_100K_10x","prevalence",10,7.12272190326003,0.071567617443626,0.0226316677833455,0.0511963893821645,"COPD1pc"
"1537",9,"Scenario_5_100K_10x","incidence",10,1.19670919183344,0.0188061411895734,0.00594702401577604,0.0134531029746207,"COPD1pc"
"1538",9,"Scenario_5_100K_10x","prevalence",10,7.22677212889129,0.0867105496533654,0.0274202834069758,0.0620289905150472,"COPD1pc"
"1539",9,"Scenario_6_100K_10x","incidence",10,1.19764146508563,0.0259539993785548,0.00820737524268278,0.0185663726930075,"COPD1pc"
"1540",9,"Scenario_6_100K_10x","prevalence",10,7.1766441235021,0.0695701257089196,0.0220000054344422,0.0497674698751229,"COPD1pc"
"1541",10,"basline 100K 10x","incidence",10,1.13974769609644,0.0241194965956086,0.00762725452588004,0.0172540484582046,"COPD1pc"
"1542",10,"basline 100K 10x","prevalence",10,7.15446350063514,0.0595232921404001,0.0188229176995263,0.0425803980987446,"COPD1pc"
"1543",10,"Scenario_1_100K_10x","incidence",10,1.15639084155938,0.0352000096618382,0.0111312204191342,0.0251805700018301,"COPD1pc"
"1544",10,"Scenario_1_100K_10x","prevalence",10,7.1875693083728,0.061651866095876,0.0194960318862681,0.0441030881776636,"COPD1pc"
"1545",10,"Scenario_2_100K_10x","incidence",10,1.09714743371594,0.0288519630103437,0.00912379180796144,0.0206394509902596,"COPD1pc"
"1546",10,"Scenario_2_100K_10x","prevalence",10,7.24463197193426,0.0407930533164596,0.0128998961192698,0.0291815924055589,"COPD1pc"
"1547",10,"Scenario_3_100K_10x","incidence",9,1.2015858268973,0.0399786390069262,0.0133262130023087,0.0307303022899355,"COPD1pc"
"1548",10,"Scenario_3_100K_10x","prevalence",9,7.17972675484735,0.0524761923744366,0.0174920641248122,0.0403367722050733,"COPD1pc"
"1549",10,"Scenario_4_100K_10x","incidence",10,1.18124388354411,0.0438400485919383,0.0138634406282983,0.0313612815183326,"COPD1pc"
"1550",10,"Scenario_4_100K_10x","prevalence",10,7.16633697705793,0.0738075450747039,0.0233399950941607,0.0527987370819306,"COPD1pc"
"1551",10,"Scenario_5_100K_10x","incidence",10,1.1951958907743,0.0461636578188339,0.0145982303832156,0.0330234914255695,"COPD1pc"
"1552",10,"Scenario_5_100K_10x","prevalence",10,7.24621949208947,0.0976511381447808,0.0308800012645257,0.0698554160477643,"COPD1pc"
"1553",10,"Scenario_6_100K_10x","incidence",10,1.21230551212623,0.0491773761065442,0.0155512517847423,0.0351793756153332,"COPD1pc"
"1554",10,"Scenario_6_100K_10x","prevalence",10,7.22004206623994,0.0801465505880606,0.0253445646464179,0.0573333884528964,"COPD1pc"
"1555",11,"basline 100K 10x","incidence",10,1.24678898931921,0.041184516367504,0.0130236876053797,0.0294616282025559,"COPD1pc"
"1556",11,"basline 100K 10x","prevalence",10,7.28036865187484,0.0819055651365196,0.0259008138874682,0.0585917116578394,"COPD1pc"
"1557",11,"Scenario_1_100K_10x","incidence",10,1.25190979673887,0.0351192793072651,0.0111056912394578,0.0251228189851648,"COPD1pc"
"1558",11,"Scenario_1_100K_10x","prevalence",10,7.33428332708854,0.0615222242146191,0.019455035523776,0.0440103479626034,"COPD1pc"
"1559",11,"Scenario_2_100K_10x","incidence",10,1.190320789589,0.0212011133768055,0.00670438072021689,0.0151663628683648,"COPD1pc"
"1560",11,"Scenario_2_100K_10x","prevalence",10,7.37557056657657,0.0354537443365913,0.0112114583684924,0.025362080853699,"COPD1pc"
"1561",11,"Scenario_3_100K_10x","incidence",9,1.33747117890669,0.0380893001078379,0.0126964333692793,0.0292780278519022,"COPD1pc"
"1562",11,"Scenario_3_100K_10x","prevalence",9,7.35608042880838,0.0594836591434134,0.0198278863811378,0.0457231879872622,"COPD1pc"
"1563",11,"Scenario_4_100K_10x","incidence",10,1.28482703435437,0.0238718213303883,0.00754893273006178,0.0170768722467911,"COPD1pc"
